match_id,date,season,team,opponent,player,minute,x,y,result,situation,shot_type
2,2025-09-05,2025-26,Bayern Munich,Atlético Madrid,Joshua Kimmich,46,73.67,41.11,saved,counter_attack,bicycle_kick
2,2025-09-05,2025-26,Bayern Munich,Atlético Madrid,Kingsley Coman,38,94.01,85.76,saved,counter_attack,left_foot
2,2025-09-05,2025-26,Bayern Munich,Atlético Madrid,Harry Kane,46,86.69,25.45,saved,corner,left_foot
2,2025-09-05,2025-26,Bayern Munich,Atlético Madrid,Noussair Mazraoui,79,59.25,69.49,missed,counter_attack,left_foot
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,César Azpilicueta,89,84.16,37.26,saved,open_play,right_foot
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Antoine Griezmann,42,79.24,49.57,blocked,counter_attack,left_foot
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Stefan Savić,6,85.06,57.37,goal,free_kick,header
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Stefan Savić,21,41.01,47.43,goal,counter_attack,left_foot
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Sergio Reguilón,28,76.71000000000001,64.9,blocked,counter_attack,header
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Antoine Griezmann,50,74.37,61.32,blocked,open_play,left_foot
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Álvaro Morata,48,94.06,25.4,goal,open_play,header
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Nahuel Molina,19,90.07,57.44,goal,corner,header
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Nahuel Molina,2,59.19,43.25,missed,counter_attack,header
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,César Azpilicueta,73,69.17,27.06,missed,open_play,left_foot
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,César Azpilicueta,38,81.06,53.88,goal,open_play,right_foot
2,2025-09-05,2025-26,Atlético Madrid,Bayern Munich,Jan Oblak,57,82.61,77.05,missed,counter_attack,left_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Ilkay Gündogan,54,53.16,87.26,goal,open_play,left_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Julián Álvarez,42,95.0,42.1,goal,open_play,header
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Rodri,27,74.76,8.24,saved,open_play,bicycle_kick
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Manuel Akanji,11,66.65,35.52,saved,open_play,bicycle_kick
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Phil Foden,84,92.33,23.06,missed,open_play,header
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Kyle Walker,9,85.09,46.73,missed,open_play,right_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Ederson,33,73.91,45.49,blocked,counter_attack,header
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Rodri,88,95.0,56.57,missed,penalty,header
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Phil Foden,88,90.77,44.11,saved,open_play,bicycle_kick
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Manuel Akanji,8,87.08,40.69,blocked,corner,right_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Mateo Kovačić,69,57.19,31.24,goal,counter_attack,left_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Julián Álvarez,27,79.65,47.11,missed,open_play,right_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Julián Álvarez,45,95.0,60.8,saved,corner,left_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Ederson,35,82.29,71.96,saved,open_play,bicycle_kick
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Ilkay Gündogan,62,61.73,63.73,goal,corner,left_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Julián Álvarez,79,82.2,83.84,blocked,counter_attack,right_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Kyle Walker,68,95.0,52.59,goal,open_play,right_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Erling Haaland,29,60.03,34.35,saved,open_play,bicycle_kick
3,2025-09-03,2025-26,Manchester City,RB Leipzig,John Stones,21,81.28,47.65,missed,free_kick,bicycle_kick
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Ilkay Gündogan,29,67.24,54.67,goal,open_play,left_foot
3,2025-09-03,2025-26,Manchester City,RB Leipzig,Ruben Dias,52,70.41,59.72,blocked,open_play,bicycle_kick
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Péter Gulácsi,5,83.13,49.11,missed,penalty,bicycle_kick
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Yussuf Poulsen,42,71.68,39.35,goal,free_kick,header
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Xaver Schlager,60,66.07,57.04,goal,free_kick,bicycle_kick
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Dani Olmo,68,80.69,75.59,goal,penalty,right_foot
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Lutsharel Geertruida,38,76.42,21.92,blocked,free_kick,right_foot
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Péter Gulácsi,57,62.34,55.11,missed,free_kick,right_foot
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Willi Orbán,90,57.89,45.31,blocked,free_kick,left_foot
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Benjamin Sesko,28,95.0,36.35,saved,open_play,right_foot
3,2025-09-03,2025-26,RB Leipzig,Manchester City,Dani Olmo,30,42.82,13.92,missed,penalty,right_foot
4,2025-09-05,2025-26,Girona FC,Napoli,Matías Arezo,41,95.0,50.12,blocked,open_play,header
4,2025-09-05,2025-26,Girona FC,Napoli,Artem Dovbyk,67,85.93,63.57,blocked,counter_attack,right_foot
4,2025-09-05,2025-26,Girona FC,Napoli,Matías Arezo,48,75.4,41.6,saved,counter_attack,right_foot
4,2025-09-05,2025-26,Girona FC,Napoli,Artem Dovbyk,79,59.68,53.72,missed,counter_attack,left_foot
4,2025-09-05,2025-26,Girona FC,Napoli,Cristhian Stuani,26,84.08,71.21,saved,free_kick,left_foot
4,2025-09-05,2025-26,Girona FC,Napoli,Yangel Herrera,4,48.36,51.19,blocked,open_play,header
4,2025-09-05,2025-26,Girona FC,Napoli,Yangel Herrera,15,70.33,59.39,blocked,counter_attack,right_foot
4,2025-09-05,2025-26,Girona FC,Napoli,Gonzalo Montiel,13,95.0,56.67,saved,free_kick,header
4,2025-09-05,2025-26,Girona FC,Napoli,Sávio,7,66.3,74.39,saved,corner,header
4,2025-09-05,2025-26,Girona FC,Napoli,Javi Martínez,17,56.69,43.25,missed,corner,right_foot
4,2025-09-05,2025-26,Girona FC,Napoli,Cristhian Stuani,3,70.55,29.57,missed,open_play,left_foot
4,2025-09-05,2025-26,Girona FC,Napoli,Matías Arezo,7,65.89,0.0,saved,free_kick,bicycle_kick
4,2025-09-05,2025-26,Girona FC,Napoli,Yaser Asprilla,66,56.35,55.46,missed,corner,bicycle_kick
4,2025-09-05,2025-26,Napoli,Girona FC,Leonardo Spinazzola,1,68.82,53.13,saved,open_play,header
4,2025-09-05,2025-26,Napoli,Girona FC,Juan Jesús,42,95.0,10.51,missed,open_play,header
4,2025-09-05,2025-26,Napoli,Girona FC,Alessandro Buongiorno,27,82.46000000000001,51.27,missed,corner,bicycle_kick
4,2025-09-05,2025-26,Napoli,Girona FC,Piotr Zieliński,17,52.16,38.02,blocked,open_play,left_foot
4,2025-09-05,2025-26,Napoli,Girona FC,Mário Rui,10,72.46000000000001,62.9,missed,counter_attack,header
4,2025-09-05,2025-26,Napoli,Girona FC,Leonardo Spinazzola,25,92.53,46.31,goal,free_kick,left_foot
4,2025-09-05,2025-26,Napoli,Girona FC,Matteo Politano,45,67.91,40.32,saved,counter_attack,bicycle_kick
4,2025-09-05,2025-26,Napoli,Girona FC,Victor Osimhen,86,61.88,46.45,goal,counter_attack,right_foot
4,2025-09-05,2025-26,Napoli,Girona FC,Stanislav Lobotka,25,83.61,40.85,saved,counter_attack,left_foot
4,2025-09-05,2025-26,Napoli,Girona FC,Kim Min-jae,51,75.21000000000001,57.36,saved,free_kick,bicycle_kick
4,2025-09-05,2025-26,Napoli,Girona FC,Piotr Zieliński,14,88.43,37.7,missed,free_kick,header
4,2025-09-05,2025-26,Napoli,Girona FC,Khvicha Kvaratskhelia,3,72.55,67.85,missed,penalty,header
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Yann Bissuma,25,77.5,49.31,missed,open_play,left_foot
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Mateo Kovačić,61,82.24,64.26,blocked,open_play,right_foot
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Nicolo Barella,48,66.11,53.34,blocked,corner,bicycle_kick
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Mateo Kovačić,90,79.71,31.25,saved,open_play,right_foot
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Henrikh Mkhitaryan,76,76.52,27.76,goal,corner,bicycle_kick
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Henrikh Mkhitaryan,8,58.31,46.96,blocked,open_play,header
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Lautaro Martínez,72,95.0,82.69,saved,corner,right_foot
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Henrikh Mkhitaryan,75,73.98,42.22,goal,penalty,header
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Yann Bissuma,1,81.44,69.97,saved,corner,bicycle_kick
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Lautaro Martínez,77,52.62,52.34,blocked,free_kick,left_foot
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Benjamin Pavard,44,71.1,67.04,missed,open_play,left_foot
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Yann Bissuma,10,75.98,44.01,goal,corner,bicycle_kick
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Lautaro Martínez,10,77.91,72.23,saved,counter_attack,right_foot
5,2025-09-03,2025-26,Inter Milan,Aston Villa,Benjamin Pavard,19,80.69,28.13,saved,penalty,header
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Pau Torres,59,73.17,69.85,goal,open_play,right_foot
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Lucas Digne,52,80.39,22.83,goal,penalty,bicycle_kick
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Pau Torres,28,66.46000000000001,45.18,missed,free_kick,right_foot
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Emi Martínez,39,55.29,61.38,missed,corner,left_foot
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Bukayo Saka,62,78.57,67.16,missed,penalty,header
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Lucas Digne,26,74.55,80.26,goal,open_play,right_foot
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Tyrone Mings,6,95.0,54.87,saved,open_play,left_foot
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Ollie Watkins,66,74.24,61.66,blocked,open_play,bicycle_kick
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Jhon Durán,37,80.05,13.34,saved,counter_attack,header
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Philippe Coutinho,58,66.42,39.81,saved,corner,bicycle_kick
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Emiliano Martínez,30,79.78,34.87,saved,free_kick,bicycle_kick
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Ezri Konsa,76,65.81,72.01,blocked,open_play,bicycle_kick
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Emiliano Martínez,5,65.88,66.88,missed,free_kick,header
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Tyrone Mings,62,63.4,74.24,saved,counter_attack,header
5,2025-09-03,2025-26,Aston Villa,Inter Milan,Tyrone Mings,30,74.92,42.3,missed,open_play,right_foot
6,2025-09-03,2025-26,Benfica,Manchester United,Rafa Silva,77,64.63,61.45,saved,free_kick,bicycle_kick
6,2025-09-03,2025-26,Benfica,Manchester United,Gilberto,70,58.35,50.98,saved,open_play,header
6,2025-09-03,2025-26,Benfica,Manchester United,Petar Musa,74,67.2,62.98,saved,open_play,bicycle_kick
6,2025-09-03,2025-26,Benfica,Manchester United,João Neves,63,95.0,82.63,saved,corner,bicycle_kick
6,2025-09-03,2025-26,Benfica,Manchester United,Gonçalo Ramos,15,78.23,65.9,blocked,counter_attack,header
6,2025-09-03,2025-26,Benfica,Manchester United,Enzo Fernández,73,79.03,30.33,blocked,corner,left_foot
6,2025-09-03,2025-26,Benfica,Manchester United,Gonçalo Ramos,46,56.69,41.05,goal,open_play,bicycle_kick
6,2025-09-03,2025-26,Benfica,Manchester United,Gilberto,67,59.3,50.54,saved,penalty,header
6,2025-09-03,2025-26,Benfica,Manchester United,Tomás Araújo,77,95.0,42.06,goal,counter_attack,right_foot
6,2025-09-03,2025-26,Benfica,Manchester United,Enzo Fernández,26,56.05,44.61,goal,counter_attack,bicycle_kick
6,2025-09-03,2025-26,Benfica,Manchester United,João Neves,37,53.17,30.44,blocked,penalty,bicycle_kick
6,2025-09-03,2025-26,Manchester United,Benfica,Alejandro Garnacho,31,87.41,52.59,saved,penalty,right_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Bruno Fernandes,55,74.21000000000001,63.33,goal,open_play,left_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Bruno Fernandes,86,46.97,40.47,missed,counter_attack,right_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Scott McTominay,78,69.48,89.82,goal,open_play,bicycle_kick
6,2025-09-03,2025-26,Manchester United,Benfica,Aaron Wan-Bissaka,48,79.18,62.6,saved,free_kick,left_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Marcus Rashford,38,84.71000000000001,0.0,missed,open_play,bicycle_kick
6,2025-09-03,2025-26,Manchester United,Benfica,Bruno Fernandes,72,77.03999999999999,58.64,goal,open_play,right_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Antony,85,44.07,48.98,saved,penalty,right_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Lisandro Martínez,87,79.6,39.05,missed,counter_attack,bicycle_kick
6,2025-09-03,2025-26,Manchester United,Benfica,Casemiro,26,69.19,66.6,saved,open_play,left_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Alejandro Garnacho,24,77.57,61.82,blocked,penalty,right_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Jonny Evans,87,63.79,9.9,goal,counter_attack,bicycle_kick
6,2025-09-03,2025-26,Manchester United,Benfica,Antony,39,75.27,33.12,missed,corner,left_foot
6,2025-09-03,2025-26,Manchester United,Benfica,Casemiro,22,77.71000000000001,89.35,saved,counter_attack,header
6,2025-09-03,2025-26,Manchester United,Benfica,Marcus Rashford,25,62.86,73.76,missed,open_play,header
6,2025-09-03,2025-26,Manchester United,Benfica,Antony,69,95.0,27.89,blocked,open_play,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Ter Stegen,16,60.01,20.1,blocked,open_play,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Pedri,1,90.8,72.57,missed,corner,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Pedri,66,68.4,83.04,saved,open_play,bicycle_kick
7,2025-09-04,2025-26,Barcelona,Arsenal,Ferran Torres,59,70.62,98.6,missed,counter_attack,bicycle_kick
7,2025-09-04,2025-26,Barcelona,Arsenal,Gavi,11,75.02,45.81,blocked,open_play,right_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Ronald Araújo,90,60.88,51.61,saved,counter_attack,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Sergio Busquets,15,95.0,39.52,blocked,open_play,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Gavi,10,57.19,72.74,blocked,corner,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Ter Stegen,11,82.2,55.62,goal,corner,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Ilkay Gündogan,65,77.77,67.06,blocked,open_play,bicycle_kick
7,2025-09-04,2025-26,Barcelona,Arsenal,Gavi,2,78.04,39.51,saved,open_play,bicycle_kick
7,2025-09-04,2025-26,Barcelona,Arsenal,Ilkay Gündogan,53,72.54,79.5,missed,counter_attack,bicycle_kick
7,2025-09-04,2025-26,Barcelona,Arsenal,Ferran Torres,7,95.0,48.33,goal,open_play,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Ronald Araújo,34,81.65,64.73,goal,counter_attack,left_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Pedri,5,55.62,58.61,goal,counter_attack,right_foot
7,2025-09-04,2025-26,Barcelona,Arsenal,Ronald Araújo,37,76.69,11.66,saved,open_play,bicycle_kick
7,2025-09-04,2025-26,Arsenal,Barcelona,Granit Xhaka,14,73.78,36.5,goal,counter_attack,bicycle_kick
7,2025-09-04,2025-26,Arsenal,Barcelona,Declan Rice,53,42.88,45.56,missed,free_kick,bicycle_kick
7,2025-09-04,2025-26,Arsenal,Barcelona,Bukayo Saka,51,84.91,44.05,blocked,counter_attack,right_foot
7,2025-09-04,2025-26,Arsenal,Barcelona,Thomas Partey,36,78.8,23.49,goal,open_play,bicycle_kick
7,2025-09-04,2025-26,Arsenal,Barcelona,Ben White,37,73.73,100.0,saved,open_play,header
7,2025-09-04,2025-26,Arsenal,Barcelona,Martin Ødegaard,73,80.26,45.59,missed,open_play,right_foot
7,2025-09-04,2025-26,Arsenal,Barcelona,Declan Rice,48,71.65,30.58,saved,free_kick,bicycle_kick
7,2025-09-04,2025-26,Arsenal,Barcelona,Bukayo Saka,65,57.63,45.52,goal,counter_attack,right_foot
7,2025-09-04,2025-26,Arsenal,Barcelona,Ben White,32,67.38,61.3,missed,penalty,right_foot
7,2025-09-04,2025-26,Arsenal,Barcelona,Granit Xhaka,24,95.0,52.86,saved,open_play,right_foot
7,2025-09-04,2025-26,Arsenal,Barcelona,Martin Ødegaard,87,57.69,22.09,goal,open_play,left_foot
7,2025-09-04,2025-26,Arsenal,Barcelona,Aaron Ramsdale,81,91.43,53.21,saved,open_play,right_foot
7,2025-09-04,2025-26,Arsenal,Barcelona,William Saliba,12,78.88,55.15,missed,corner,bicycle_kick
7,2025-09-04,2025-26,Arsenal,Barcelona,Ben White,60,83.01,38.32,goal,corner,bicycle_kick
7,2025-09-04,2025-26,Arsenal,Barcelona,Leandro Trossard,41,61.29,54.82,saved,open_play,bicycle_kick
8,2025-09-05,2025-26,Liverpool,AC Milan,Trent Alexander-Arnold,16,84.52,36.07,saved,corner,right_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Luis Díaz,43,92.6,91.49,saved,open_play,right_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Jordan Henderson,44,53.06,28.7,missed,counter_attack,right_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Trent Alexander-Arnold,63,80.36,46.16,missed,counter_attack,right_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Luis Díaz,68,78.01,66.58,saved,open_play,bicycle_kick
8,2025-09-05,2025-26,Liverpool,AC Milan,Dominic Szoboszlai,23,47.91,47.99,missed,free_kick,right_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Virgil van Dijk,27,80.37,37.33,saved,penalty,right_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Dominic Szoboszlai,18,73.1,85.73,blocked,penalty,left_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Mohamed Salah,80,56.31,46.13,missed,open_play,left_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Luis Díaz,21,95.0,41.04,blocked,counter_attack,right_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Dominic Szoboszlai,25,67.73,79.51,missed,open_play,header
8,2025-09-05,2025-26,Liverpool,AC Milan,Darwin Núñez,26,53.23,49.4,saved,open_play,bicycle_kick
8,2025-09-05,2025-26,Liverpool,AC Milan,Mohamed Salah,61,68.17,17.34,missed,open_play,right_foot
8,2025-09-05,2025-26,Liverpool,AC Milan,Andy Robertson,47,78.9,36.7,blocked,open_play,header
8,2025-09-05,2025-26,AC Milan,Liverpool,Matteo Gabbia,53,62.32,43.8,goal,open_play,right_foot
8,2025-09-05,2025-26,AC Milan,Liverpool,Fikayo Tomori,28,88.18,100.0,saved,counter_attack,header
8,2025-09-05,2025-26,AC Milan,Liverpool,Ismael Bennacer,7,87.53,8.48,missed,corner,header
8,2025-09-05,2025-26,AC Milan,Liverpool,Malick Thiaw,44,50.34,46.13,saved,open_play,right_foot
8,2025-09-05,2025-26,AC Milan,Liverpool,Malick Thiaw,58,95.0,33.59,goal,corner,right_foot
8,2025-09-05,2025-26,AC Milan,Liverpool,Davide Calabria,30,68.67,53.8,goal,open_play,bicycle_kick
8,2025-09-05,2025-26,AC Milan,Liverpool,Rafael Leão,89,76.64,89.13,goal,counter_attack,bicycle_kick
8,2025-09-05,2025-26,AC Milan,Liverpool,Rafael Leão,30,84.53,80.71,goal,free_kick,bicycle_kick
8,2025-09-05,2025-26,AC Milan,Liverpool,Rafael Leão,29,51.66,44.67,saved,penalty,header
8,2025-09-05,2025-26,AC Milan,Liverpool,Rafael Leão,81,59.02,28.89,goal,open_play,right_foot
8,2025-09-05,2025-26,AC Milan,Liverpool,Olivier Giroud,66,84.4,30.12,saved,open_play,right_foot
8,2025-09-05,2025-26,AC Milan,Liverpool,Christian Pulisic,23,76.39,49.62,missed,corner,bicycle_kick
8,2025-09-05,2025-26,AC Milan,Liverpool,Fikayo Tomori,29,95.0,27.86,missed,counter_attack,bicycle_kick
8,2025-09-05,2025-26,AC Milan,Liverpool,Mike Maignan,64,73.14,40.22,missed,open_play,header
9,2025-09-05,2025-26,Real Madrid,Borussia Dortmund,Eder Militao,26,81.42,85.38,goal,counter_attack,header
9,2025-09-05,2025-26,Real Madrid,Borussia Dortmund,Eduardo Camavinga,76,73.43,60.81,blocked,free_kick,left_foot
9,2025-09-05,2025-26,Real Madrid,Borussia Dortmund,Federico Valverde,47,51.64,85.19,missed,free_kick,bicycle_kick
9,2025-09-05,2025-26,Real Madrid,Borussia Dortmund,Luka Modrić,33,68.15,78.35,goal,open_play,bicycle_kick
9,2025-09-05,2025-26,Real Madrid,Borussia Dortmund,Nacho Fernández,2,64.79,13.45,saved,open_play,left_foot
9,2025-09-05,2025-26,Real Madrid,Borussia Dortmund,Jude Bellingham,25,75.65,60.7,goal,penalty,right_foot
